제품명,바코드,유통기한,소분류,제조사
빅바,8801066057364.0,35,어묵,(주)사조대림
사각어묵,8802249601671.0,15,어묵,(주)남부식품
KETO 방탄 우양지 수육,8809708720249.0,360,육류,태민푸드
햇마루 부산어묵 사각어묵,8809585200322.0,10,어묵,(주)우리원식품
덴마크 목장 무항생제 인증 우유,8801155735333.0,84,우유,(주)동원F&B 수원공장
모짜렐라치즈,8809560610344.0,90,치즈,한국유업주식회사
허브를 담은 정다운 훈제오리 600,8809253900424.0,45,햄,(주)정다운 훈제공장
얇게 썬 훈제오리 슬라이스,8809679220021.0,40,햄,주식회사 가나안덕 F&B
오징어어묵바,8809389598755.0,365,어묵,(주)서울식품
오소리감투볶음,8803051880827.0,30,육류,(주)에이스푸드
수비드닭볶음탕(매운맛),8809778750054.0,30,육류,주식회사 세원에프에스
Homeplus signature 두부,8809387740101.0,20,두부,(주)에스앤푸드
오리양념불고기,8809228801442.0,7,육류,주식회사 선농생활
신히레 30,8809660620076.0,270,육류,(주)에이치엔에이치
굿밸런스밀크 1:4,8809375210005.0,15,우유,농업회사법인(주)설목장
김해축협 한돈제육볶음,8809090818364.0,10,육류,(주)미트벨리
아워홈 로인 프로슈토,8809574670990.0,180,햄,(주)아워홈
멍석말이 돈구이,8809589780479.0,360,육류,(주)농부
수제 야채도톰,8803404001770.0,50,어묵,(주)효성어묵
이남김치 갈치김치,8809574676855.0,75,김치,(주)아워홈
국탕용종합어묵,8809610130235.0,15,어묵,(주)보람식품
어묵튀김(튀긴어묵),8803404000285.0,12,어묵,(주)효성어묵
메밀곤약,8809080550106.0,180,묵,다미식품
맛기픈소불고기,8809343350610.0,15,육류,(주)고향미트
파스퇴르 바른목장 우유(팩),8801207152200.0,80,우유,롯데제과(주)파스퇴르공장
특천,8809610130013.0,12,어묵,(주)보람식품
국탕용 모둠,8803404002517.0,12,어묵,(주)효성어묵
까몽NEW체다치즈,8809316150223.0,90,치즈,(주)본델
OK COOK 비엔나소시지,8803712120729.0,365,소시지,(주)농협목우촌
도토리묵,8809413580565.0,15,묵,씨에스푸드 주식회사
닭갈비,8809653780169.0,10,육류,농업회사법인 주식회사 대세
갈릭K-어묵핫도그,8809790540114.0,360,어묵,탑 코퍼레이션
직화매운순살닭갈비,8809521180213.0,360,육류,다솔푸드
갈치깍두기,8809665553669.0,60,김치,(주)아워홈
해피테이블 담백갈비,8809558620058.0,7,육류,생갈비닷컴
아는형님직화불닭발,8809563420636.0,330,육류,농업회사법인(주)대광
B마트가 새로 담은 한모조각두부,8809665555632.0,18,두부,(주)아워홈
양념생돼지막창,8809531530176.0,365,육류,주식회사 해담솔푸드
소금구이곱창,8809776290224.0,360,육류,주식회사 태민푸드
핫 치즈무뼈불닭발,8809138750380.0,360,육류,(주)제이엠푸드
제주흑돼지백년초고추장불고기,8809331010380.0,25,육류,탐스푸드 주식회사
불로명작 갈비맛 불닭날개,8809381671050.0,60,육류,성신식품
양념수제포갈비,8809394580516.0,10,육류,(주)부산축산
오쿡 맛있는 닭가슴살 슬라이스 스파이시,8809303040353.0,365,햄,(주)정다운 훈제공장
미트타임 돼지불백,8809605900119.0,365,육류,농업회사법인 좋은사람 주식회사
굽네 닭가슴살 그릴 비엔나 마늘,8809570010233.0,40,소시지,(주)에스피씨삼립 서천공장
순한송이불닭발,8809488150243.0,360,육류,(주)원앙에프엔비
푸르뫼 좋은 두부,8809589980015.0,20,두부,해뜨락영농조합법인
맛김치(썰은김치),8809405320056.0,30,김치,(유)만나씨푸드
도담家한방미니족,8809585510162.0,45,육류,태영푸드
깔끔한 썰은김치 비건(vegan),8801114148341.0,60,김치,농업회사법인(주) 모아
나박김치,8809720970035.0,60,김치,주식회사쿡스탑앤푸드
샌디밥 어묵탕,8809990125807.0,540,어묵,(주)진어전가마보꼬
강릉심해 해양심층수 두부,8809021040154.0,15,두부,(주)강릉심해두부
남도총각김치,8802052000333.0,360,김치,한국농협김치조합공동사업법인 전남지사
하얀속살브런치부어스트,8801492367570.0,30,소시지,(주)하림
훈제돼지막창,8809732340031.0,365,육류,(주)달구지푸드
도봉산 돼지나비갈비,8809635350137.0,365,육류,농업회사법인 리베로인터내셔날(주)
콩아름순두부,8809429320018.0,7,두부,건강마을
조기어묵,8801066100428.0,13,어묵,(주)사조대림
매콤고추장주물럭,8809601190019.0,10,육류,(주)더엘미트
강강술래 양념LA갈비,8809418460138.0,360,육류,농업회사법인 더쉐프(주)
훈제치킨,8809592470015.0,30,햄,농업회사법인 (주)농신에프디
일품 가마보꼬 450,8809232880280.0,540,어묵,(주)진어전가마보꼬
돼지훈제삼겹(외국산),8809990027545.0,45,햄,농업회사 법인(주)서진
빙그레 굿모닝 우유,8801104667067.0,16,우유,매일유업(주) 경산공장
연잎담은 순살족발,8809701860089.0,270,육류,(주)왕선사람들
화통한 직화 무뼈 닭발,8809990018741.0,60,육류,주식회사 그린식품
순살 가득 안동식찜닭,8809430221298.0,10,육류,(주)케이프라이드
오리불고기,8809653780107.0,8,육류,농업회사법인 주식회사 대세
깻잎말이,8809647410072.0,365,육류,(주)비젼식품
수리 알뜰숯불닭,8809542600288.0,360,육류,가보식품
마늘 세르블라,8809437070592.0,14,소시지,프랑스구르메(주)
마늘삼겹대패,8809990015832.0,360,육류,푸드앤펀
요리하다 경기도식 포기김치,8809294050126.0,30,김치,들빛식품
불로명작 불 막창,8809381671043.0,60,육류,성신식품
요리조리퀸 데리야끼 닭갈비,8809538270075.0,180,육류,K홈푸드
슈퍼곡물크리스피텐더,8809385947809.0,360,육류,(주)참프레
총각김치,8809579000167.0,150,김치,대원식품
용형 용감한족발,8809990349319.0,50,햄,(주)영구푸드
간장제육불고기,8809628280038.0,270,육류,농업회사법인 신성(주)
스트링치즈,8809524630692.0,90,치즈,(주)이스트밸리
두부,8809702470072.0,15,두부,농업회사법인 유한회사 연봉두부
직화 오돌뼈,8809419950768.0,360,육류,하성에프앤비
총각김치,8809718640056.0,90,김치,농업회사법인 맘푸드(주)
新매운닭살꼬치,8809008889479.0,180,육류,(주)그린
더 맛있는 용현 손두부,8809552280289.0,15,두부,용현농협콩행복나눔
스모크치즈브랏,8809013405329.0,60,소시지,에쓰푸드(주)
능이매운고추장불고기,8809453940428.0,10,육류,대서푸드
황진사 돌산갓김치,8809496700287.0,365,김치,농업회사법인 비에스푸드 주식회사
소대창,8809706240053.0,365,육류,재부푸드시스템
제주 청초밭목장 스트링치즈,8809561880098.0,30,치즈,주식회사 제주유기농
매일우유 오리지널,8801121101582.0,20,우유,매일유업(주) 경산공장
돼지훈제(목살),8809990027569.0,45,햄,농업회사 법인(주)서진
은실이네 미니족,8809686170067.0,60,육류,효원식품
모짜반반K-어묵핫도그,8809790540053.0,360,어묵,탑 코퍼레이션
양념 돼지주물럭,8809618010089.0,10,육류,(주)한쿡푸드
헛개에 반한 오리,8809228683130.0,30,햄,(주)이목원
맛김치,8809720970011.0,150,김치,주식회사쿡스탑앤푸드
전통꼬치어묵,8809265023982.0,720,어묵,(주)늘푸른바다
프라임허브닭가슴살,8803712321850.0,40,햄,(주)농협목우촌
안심햄,8809517770152.0,30,햄,만나푸드
상건 허브 삼겹 훈제 바베큐,8809248070835.0,45,햄,(주)대신푸드글로벌
처음먹는 까망소시지,8809370352274.0,360,소시지,사회복지법인평화의 마을
닭한마리모듬꼬치,8809665310545.0,365,육류,(주)비젼식품
닭가슴살 프랑크 허브맛,8809479040294.0,360,소시지,(주)미젤 제2공장
화끈한 순살닭갈비,8801492366825.0,365,육류,(주)하림
달구벌 마늘간장맛 소곱창,8809396131228.0,365,육류,주식회사 달구벌명가식품
0.8 프리미엄 갓 김치,8809505850354.0,180,김치,대원푸드 농업회사법인 주식회사
국산콩두부두모,8801052066936.0,23,두부,대상(주)구미공장
페퍼콘 인 닭가슴살,8803006000478.0,40,햄,농업회사법인 주식회사 수지스링크
청솔숯불닭갈비,8809240970003.0,360,육류,(주)청솔식품
큰부자 초벌막창,8809719070173.0,360,육류,(주)범어푸드
벌집껍데기,8809671350061.0,60,육류,인투인푸드
육질쫀득후랑크,8801007842158.0,41,소시지,씨제이제일제당(주)
한돈 양념 안심찹스테이크,8809693830305.0,360,육류,푸드올 주식회사
코코스 한입 리얼 갈비 닭가슴살,8809627300324.0,360,육류,주식회사 코코푸드
동원 통그릴비엔나 와인숙성,8801047576174.0,35,소시지,(주)동원F&B
닭갈비,8809672760357.0,360,육류,나래푸드원
매운양념곱창,8809037249503.0,60,육류,한양제너럴푸드
양념돼지껍데기볶음,8809531530312.0,365,육류,주식회사 해담솔푸드
닭껍질튀김,8809365661152.0,360,육류,(주)야미식스
신화로무뼈닭발(매운맛),8809513750097.0,60,육류,(주)대송
황칠황금덕,8809592830079.0,45,햄,모아푸드 주식회사
약선할매 순살족발,8809682940060.0,90,육류,페이비
안심연잎오리바비큐슬라이스,8809228683253.0,30,햄,(주)이목원
배추김치,8809555060062.0,365,김치,웰빙촌친환경영농조합법인
쉐프 양념 갈비살구이,8809645660264.0,10,육류,쉐프파트너(주)
아삭김치 포기김치,8809574672741.0,30,김치,(주)아워홈
양념무뼈닭발,8809723980123.0,360,육류,불새
스트링치즈,8809524630760.0,90,치즈,(주)이스트밸리
탄두리 닭가슴살,8809385947175.0,30,햄,(주)참프레
조선오리주물럭,8809599500272.0,10,육류,(주)정축산
돼지껍데기(간장맛),8809535940520.0,360,육류,농업회사법인 주식회사 제이원푸드
닭껍질튀김,8809408251791.0,270,육류,(주)마루종합식품
로젠하임 피자치즈 NM90G,8801069414171.0,90,치즈,건강한 사람들 주식회사
맛담은 고추장주물럭,8809683470054.0,15,육류,(주)푸드란플러스
양념 솔잎 왕돼지구이(국내산),8809330088847.0,360,육류,(주)선한농장
동그랑땡,8801007514017.0,90,소시지,씨제이제일제당(주)
하얀속살닭가슴살갈릭,8801492367105.0,40,햄,(주)하림
닭껍질꼬치,8809408252071.0,214,육류,(주)마루종합식품
순두부,8809641480019.0,2,두부,동트는마을
The더건강한베이컨,8801007870786.0,25,베이컨,씨제이제일제당(주)
직화불오돌뼈,8809563420452.0,360,육류,농업회사법인(주)대광
참두부,8809990078202.0,15,두부,도향식품
양념생돼지껍데기,8809531530206.0,365,육류,주식회사 해담솔푸드
오마뎅 모듬어묵,8809554260357.0,720,어묵,(주)부산세광식품
참숯으로 구운 직화 불돼지껍데기,8809566730176.0,365,육류,농업회사법인 씨앤엠(주)
볼케이노곱창,8809697410091.0,360,육류,태민푸드
치킨다이스,8809729170078.0,20,육류,(주)미르스타푸드
한돈  숯불맛 등심 스테이크,8809696560261.0,360,육류,(주)한용에프에스
웰플래닛 소불고기,8809206489181.0,360,육류,(주)참푸드
국민닭갈비 (간장맛),8809580600035.0,7,육류,두루푸드
소디프콘맛소시지,8801633207178.0,40,소시지,(주)미래스타푸드
올계 유기농 간장닭날개구이,8809031026414.0,7,육류,주식회사 올계 농업회사법인
크래미眞오리지널,8801074001410.0,40,어묵,한성식품
한돈 양념 LA갈비구이,8809693830282.0,360,육류,푸드올 주식회사
양념오돌뼈,8809245332011.0,270,육류,(주)청우푸드
대장금 깍두기,8809435930058.0,90,김치,한우물식품
에어프라이어 그릴드 안심 스테이크,8801492374738.0,270,육류,(주)하림
LA양념갈비(명품초이스 등급),8809354983326.0,360,육류,(주)한국축산
글로벌간장찜닭(냉장),8809625920029.0,10,육류,농업회사법인 글로벌푸드 주식회사
오븐에 꾸운 서라벌돼지막창,8809337220578.0,360,육류,(주)서라벌푸드
돼지불고기,8809269770363.0,15,육류,푸드스토아
미트페이퍼,8809660620083.0,270,육류,(주)에이치엔에이치
양념칼집통삼겹,8809430221885.0,10,육류,(주)케이프라이드
네츄럴(X100),8809027820415.0,90,치즈,델리치푸드(주)
SMOKEDELI 훈제삼겹,8809216730662.0,45,햄,(주)팜덕
애돈인 강황맛 소시지,8809581170018.0,30,소시지,땅끝애돈영농조합법인
치즈인그릴후랑크,8802266183501.0,40,소시지,(주)오뗄
맛있는 녀석들 성북동 돼지불백,8809756370045.0,365,육류,주식회사 다미연
담채원 봄동겉절이,8809334526529.0,60,김치,농업회사법인주식회사담채원
스모킹-콤비소시지,8809736620009.0,30,소시지,낙원식품
프리미엄 어묵전골,8809614930008.0,360,어묵,곰살어묵
글로벌 뼈없는양념닭발(냉동),8809625920111.0,360,육류,농업회사법인 글로벌푸드 주식회사
시골삶은막창,8809548280194.0,360,육류,씨지에프(주)
에비츄 슈레드 모짜렐라치즈,8809234661351.0,90,치즈,(주)명세
몸애(愛)좋은 두부 해양심층수100%,8809442990106.0,15,두부,몸애좋은두부
고래바 구운 치즈,8809265024309.0,60,어묵,(주)늘푸른바다
초벌납작막창,8809428460654.0,360,육류,농업회사법인 주식회사 코리아식품
달밤포차 훈제소막창,8809464630233.0,360,육류,(주)참푸드팜경산지점
그릴한 쿡 직화로 구운 얇은 목살구이 순한맛,8809683530208.0,365,육류,원더팩토리
마늘편육,8809075331260.0,30,육류,(주)미리내
컨츄리닭 불고기 가슴살,8809180490838.0,360,햄,(주)덕스 농업회사법인
고추장불고기,8809430220574.0,360,육류,(주)케이프라이드
돼지껍데기(간장맛),8809682940275.0,360,육류,농업회사법인 주식회사 제이원푸드
즉석 양고기램숄더랙 마라  찹스테이크,8809696560025.0,360,육류,(주)한용에프에스
달밤포차 양념막창,8809464630172.0,360,육류,(주)참푸드팜경산지점
로젠하임 잇츠쿡 피자치즈,8801069413396.0,90,치즈,건강한 사람들 주식회사
봉어묵,8809541570117.0,15,어묵,(주)둥지식품
우리쌀골드어묵,8809389598762.0,13,어묵,(주)서울식품
돼지양념육,8809580250056.0,360,육류,(주)융화식품
뽀로로와친구들 비엔나소시지,8803712121795.0,30,소시지,(주)농협목우촌
얇은 베이컨,8809013401406.0,25,베이컨,에쓰푸드(주)음성공장
한입 생막창,8809464630134.0,360,육류,(주)푸드로
오늘판도토리묵,8809380970352.0,5,묵,서한식품 주식회사
그릴후랑크오리지널,8801007714103.0,41,소시지,씨제이제일제당(주)
서라벌 화그락오븐돼지막창,8809337220554.0,360,육류,(주)서라벌푸드
한우대창,8809748590062.0,365,육류,주식회사 제이오푸드
네츄럴(P50),8809027820514.0,270,치즈,델리치푸드(주)
라퀴진 롱에센뽀득,8801123310142.0,40,소시지,롯데제과(주)
매일우유 오리지널,8801121112793.0,5,우유,매일유업(주) 광주공장
제육덮밥용,8809440360581.0,60,육류,주식회사 엔지엠
시루향기참도토리묵,8804327110259.0,25,묵,월산식품
맛 보쌈,8809526930066.0,90,육류,(주)신상궁
